Icho Avital	American Citizen	1992
Florence Pernel	Yoyes	2000
Michel Galabru	Les vacanciers	1974
Nikolay Karachentsov	Raz, dva - gore ne beda	1988
Serge Gainsbourg	The Pleasure Pit	1969
Rosanna Ortiz	Savage Sisters	1974
Gabrielle Walsh	Paranormal Activity: The Marked Ones	2014
Julio Oscar Mechoso	Good Cop, Bad Cop	2006
Jean-Paul Roussillon	A Christmas Tale	2008
Zijah Sokolovic	The Migrumpies	2017
Marilu Tolo	The Scorpion with Two Tails	1982
Kent Smith	Magic Town	1947
Fabrizio Bentivoglio	Our Land	2006
Phyllis Alexion	Larry the Cable Guy: Health Inspector	2006
Ken Storch	Dan Aykroyd Unplugged on UFOs	2005
Hiroshi Tamaki	Nodame Cantabile: The Movie I	2009
Richard Bohringer	Young, Beautiful and Screwed Up	2003
Naomi Nishida	The Happiness of the Katakuris	2001
Tim Abell	Collision Course	2012
Jessica Felice	SoulMate: True Evil Never Dies	2012
Rex 'Snowy' Baker	The Shadow of Lightning Ridge	1921
Elio Jotta	The Ghost	1963
Myster DL	A Sea of Green	2014
Jean-Paul Belmondo	Famous Love Affairs	1961
Lewis Fitz-Gerald	The Boy Who Had Everything	1985
Lana Clarkson	Blind Date	1984
Walter Chiari	Lui, lei e il nonno	1959
Ronald Colman	The Rescue	1929
Lucie Englisch	Aus einer kleinen Residenz	1932
Ivy Jones	Conversations with Scleroderma	2015
William Katt	Hyacinth	1998
Ric Bustamante	Maton sa Maton	1963
Ananda Everingham	Concrete Clouds	2013
Herve Sogne	Trouble No More	2010
Pascale Arbillot	Coco	2009
Peter Roggisch	The Assault of the Present on the Rest of Time	1985
Candice Daly	Cop Game	1988
Jean Sorel	A Rather Complicated Girl	1969
Rekha	Yatra	2006
Rekha	Double Cross	1972
Del Shores	Cry	2013
Victoria Justice	Jungle Master	2013
Gloria Diaz	Ang daigdig ay isang butil na luha	1986
Shin'ichi Chiba	Waga kyokatsu no jinsei	1963
Shingo Tsurumi	Black Angel Vol. 2	1999
Rick Poli	Late Fee	2009
Rapulana Seiphemo	Paradise Stop	2011
Berting Labra	The Cute... the Sexy n' the Tiny	1982
Veronica Echegui	Half of Oscar	2010
Grant Withers	Mr. Wong in Chinatown	1939
Akaji Maro	The Outer Way	1998
Elaine Jin	33 Postcards	2011
Marife Necesito	Fidel	2009
Reece Noi	Bliss!	2016
Dichen Lachman	Lust for Love	2014
Lucie Mannheim	Frauenarzt Dr. Bertram	1957
Seizaburo Kawazu	Meian sanseso - zenpen	1932
Walter Brennan	Three Godfathers	1936
Pawel Szajda	The Winner	2011
Wallace MacDonald	Breaking Through	1921
Douglas Fairbanks Jr.	Thought to Kill	1953
Khosro Shakibai	Saye be saye	1995
Makram Khoury	The Cut	2014
Arata Iura	The Ravine of Goodbye	2013
Anatoliy Romashin	Den rozhdeniya	1982
Kevin Sizemore	The Work Wife	2018
Henrietta Crosman	Charlie Chan's Secret	1936
Sadhu Kokila	Circus	2009
Jacques Dutronc	Paradis pour tous	1982
Victor Bravo	Atlas, Hari, Sota	1971
Karra Elejalde	The Red Squirrel	1993
Andrey Martynov	Posledniy shans	1978
Zen Gesner	Legend of the Phantom Rider	2002
Ariane Ascaride	Ariane's Thread	2014
Meiko Kaji	Double Suicide of Sonezaki	1978
Lorna Tolentino	Leap year ngayon, lagot ka pipikutin kita	1976
Christian Clavier	L'entente cordiale	2006
Van Johnson	State of the Union	1948
Jana Brejchova	Galose stastia	1986
Charlie Chin	The Pirate of Love	1977
Jana Krausova	Pribeh '88	1989
Ryan Hurst	Perfect Lover	2001
Nino Manfredi	Questo e quello	1983
Chiquito	Lasing Master	1980
Chiquito	Ang Baril Ko'y Pito, ang Sundang Ko'y Siyam	1965
Chiquito	Milyonaryong gipit	1981
Shiho Fujimura	Waka oyabun	1965
Eddie Garcia	Bago Kayo ... Ako Muna ang Mag-aasawa	1976
Eddie Garcia	Cimarron	1964
Eddie Garcia	Encuentro	1964
Eddie Garcia	Adbenturero	1972
Eddie Garcia	Kapwa Kidlat	1973
Donald Cook	Blonde Ransom	1945
Grege Morris	Nice Guys	2000
Cedric Hardwicke	Tom Brown's School Days	1940
Branislav R. Tatalovic	The Kingsbury Run	2018
Frantisek Peterka	Life for Jan Kaspar	1959
Frank McHugh	Mr. Dodd Takes the Air	1937
Jon Skolmen	Sallskapsresan eller Finns det svenskt kaffe pa grisfesten	1980
Anne Jousset	Keeping Everyone Up	1982
Sonja Savic	Bread and Milk	2001
John Lodge	One Night in Paris	1938
Steve Shelley	Daydream Nation	2018
Janice Rule	Holiday for Sinners	1952
Alf Kjellin	Blockerat spar	1955
Isha Koppikar	'D'	2005
Onslow Stevens	I Can't Escape	1934
Rod Perry	The Black Gestapo	1975
Keiron Hollett	Blood Curse: The Haunting of Alicia Stone	2019
Dipankar Dey	Phande Poriya Boga Kande Re	2011
Utpal Dutt	Libaas	1988
Utpal Dutt	Agni Kanya	1990
Jackamoe Buzzell	Bounce	2008
Erica Hubbard	Falling in Love Again	2018
Bernard Blier	The Phoney	1975
Ben Dato	Kid Brother	1968
Boots Anson-Roa	Adriana	1969
Maria Felix	Naked Passion	1953
Tom Tully	Trouble Along the Way	1953
Jurgen Vogel	Silent Night	1995
Daisy Romualdez	Totoy Bingi	1966
Roland Young	Bond Street	1948
Loreta Tovar	The Night of the Sorcerers	1974
Eleonora Rossi Drago	L'impiegato	1960
Jimmy Sheirgill	S.P. Chauhan	2018
Charlie Davao	Milyon	1980
Philip Glass	Dancing Across Borders	2010
Hayley Mills	The Chalk Garden	1964
Francis Ford	The Last Ride	1931
George Chakiris	West Side Story	1961
Hiroko Isayama	Woods Are Wet	1973
Claude Jade	The Return of Monte Cristo	1968
Michael Lonsdale	L'Eden Palace	1976
Marisa Merlini	Destination Piovarolo	1955
Tito Galla	Alma Vida	1967
Adam Cheng	Red Lamp Shaded in Blood	1968
Elsa Lanchester	The Girls of Pleasure Island	1953
Kelly Thordsen	Pushing Up Daisies	1973
Lucille Benson	Little Fauss and Big Halsy	1970
Bruni Lobel	Engel im Abendkleid	1951
Wolf Albach-Retty	Ein bezaubernder Schwindler	1949
Big Boy	G-Funk	2017
Gunnar Bjornstrand	Customs Officer Bom	1951
Dominique Labourier	The Wonderful Crook	1975
Roberto Cobo	Los pasos de Ana	1991
Tallulah Bankhead	Devil and the Deep	1932
Ram Dass	Dying to Know: Ram Dass & Timothy Leary	2014
Ryoko Shinohara	Bento Harassment	2019
Karl Zero	Le jour et la nuit	1997
Deanna Grace Congo	Forsaken	2016
Alex Hyde-White	The Fantastic Four	1994
Fernando Rey	Honey	1981
Nikolaj Lie Kaas	A Funny Man	2011
Sarah Butler	Moontrap: Target Earth	2017
Edward Arnold	Man of Conflict	1953
Iggy Pop	Art House	2010
Donald Crisp	Son of Lassie	1945
Karen Ludwig	Dear Mr. Wonderful	1982
Charlotte Ander	Nur Du	1930
Rodrigo Rodrigues	Waterfall	2007
Yoko Tsukasa	Evening Stream	1960
Joshua Wolf Coleman	Sombra	1998
Michele Laroque	Chacun pour toi	1993
Mile Rupcic	Poslijepodne jednog fazana	1972
Zaldy Zshornack	Sangandaan	1973
Gemma Craven	Must Wear Tights	1978
Andrew Dice Clay	Point Doom	2000
Gunnar Helgason	Bokeh	2017
Santiago Ramos	Cienaga	1993
Max Terhune	Tumbledown Ranch in Arizona	1941
Hakuryu	HEAT -Incandescence- PART II	2004
Olly Alexander	Funny Bunny	2015
Andrea Habay	L'aigrette	1917
Saturno Cerra	Up the MacGregors	1967
Mari Sato	Mutchan no uta	1985
Salvador Pineda	Los triunfadores	1978
Annabelle Dexter-Jones	The Nymphets	2015
Franco Nero	Pigmalione 88	1988
Carlotta Elektra Bosch	No Way Out	2015
Cyl Farney	Tocaia	1951
Leo Carrillo	Mexicana	1945
Anita Das	Bhakta Salabega	1983
Lex Barker	Aoom	1970
Brian Petsos	This Town	2007
Hiroko Yakushimaru	Lakeside Murder Case	2004
Julia Jentsch	The Strange Case of Wilhelm Reich	2012
Cristiana Capotondi	Lando Buzzanca. Uno nessuno e centomila	2013
Luciano Salce	Il prete sposato	1970
Jean-Pierre Castaldi	My New Partner at the Races	1990
Babu Namboothiri	Kaliyachan	2015
Kent Perkins	One Month Out	2017
Benjamin Baldwin	At the Edge of the World	2008
Samuli Edelmann	The Tough Ones	1999
Richard P. Rubinstein	Document of the Dead	1985
Kunie Tanaka	Abashiri bangaichi: Hokkai hen	1965
Broderick Crawford	The Black Cat	1941
Lia Boysen	Home	2013
Panos Mihalopoulos	Up, Down and Sideways	1992
Keiko Horiuchi	Penguins in the sky - Asahiyama zoo	2008
Chiezo Kataoka	The Seven Faces of Bannai Tarao	1956
David Manners	The Devil's in Love	1933
Adam LaVorgna	Blast	2000
Lazar Rockwood	Death in Havana	2010
Hitomi Kuroki	Dark Water	2002
Brian Vincent	Blue Moon	2000
Kanbi Fujiyama	Nihon Kyokaku-den: Ketto Kanda-matsuri	1966
Randeep Hooda	Heroine	2012
Atul Kulkarni	Y.M.I. Yeh Mera India	2008
Jose Wallenstein	Suicidio Encomendado	2007
Fosco Giachetti	Fari nella nebbia	1942
Charles Starrett	Cowboy Canteen	1944
Charles Starrett	The Hawk of Wild River	1952
Paul Born	Der Gemeindeprasident	1984
Bhoomika Chawla	Simhadri	2003
Michael Hui	Sun boon gan bat leung	1990
Billy Wright	Blood and Carpet	2015
Johnny Mack Brown	Triggerman	1948
Johnny Mack Brown	The Crooked Trail	1936
Cori Gonzalez-Macuer	What We Do in the Shadows	2014
William Shockley	A Country Christmas	2013
J. Farrell MacDonald	The Iron Master	1933
J. Farrell MacDonald	River's End	1930
DJ Perry	Judges	2006
Sara Serraiocco	Salvo	2013
Francois Chaumette	The Tiger Attacks	1959
Margaret Markov	Black Mama White Mama	1973
Warner Oland	Charlie Chan at the Olympics	1937
Toru Abe	Aishinagara no wakare	1965
Christophe Malavoy	Deux minutes de soleil en plus	1988
Delia Boccardo	A Black Ribbon for Deborah	1974
Amir El-Masry	Ser du manen, Daniel	2019
Joseph J. Dowling	A Law Unto Herself	1918
Hugh O'Brian	The Fiend Who Walked the West	1958
Warren Hymer	Love, Honor and Oh-Baby!	1940
Lorna Luft	Untitled MMA Film	2019
Reynaldo Gianecchini	Primo Basilio	2007
Kathleen Hughes	The Glass Web	1953
Robert Emhardt	The Intruder	1962
Canto e Castro	Mensagem	1988
Ulf Brunnberg	The Jonsson Gang in Mallorca	1989
Walter Rilla	Art of Love	1928
Kyung-gu Sol	No Mercy	2010
Yann Collette	Shimkent hotel	2003
Gloria Sevilla	Leonora	1951
Anne Baxter	The Late Liz	1971
Carole Pope	Fag Hags: Women Who Love Gay Men	2005
Sergio Tofano	Partner	1968
Lou Castel	Parano	1980
Cristina Moglia	Hermano	2007
Richard Basehart	Cartouche	1955
Shreeram Lagoo	Baat Hai Pyaar Ki	1991
Mathieu Carriere	Bras de fer	1985
Jon Oigarden	22 July	2018
Neena Gupta	Veere Di Wedding	2018
Paloma Gomez	Valentina	1982
Suzy Vernon	A Star Disappears	1932
Eucharia-Anunobi Ekwu	Letters to a Stranger	2007
Shirley Anderson	Better Luck Tomorrow	2002
Alain Foures	Cargo	1981
Pavel Kriz	Muzzikanti	2017
Jose Sazatornil	Verano 70	1970
Anna Lee	The Camels Are Coming	1934
Micheline Presle	La belle aventure	1942
Lauren Holly	Fatwa	2006
R.H. Thomson	If You Could See What I Hear	1982
Jung-Lee Hwang	Jugeumui seunghu	1975
Jacques Brel	My Uncle Benjamin	1969
Shetal Shah	On Golden Years	2014
Jordan Chan	Mr. Lucky	2014
Gregor Torzs	Rungholt	2002
Jose Lewgoy	Carnaval Atlantida	1952
Mitchell Lewis	Beau Bandit	1930
Leslie A. Jones	23rd Psalm: Redemption	2011
Antonino Iuorio	Red Moon	2001
Bjorn Floberg	Uro	2006
Ken Arnold	Our Last Supper	2012
Boy Francisco	Lo' Waist Gang	1956
Gert Frobe	J'ai tue Raspoutine	1967
Jose Isbert	Bombas para la paz	1959
Curd Jurgens	The Spy Who Loved Me	1977
Nuno Leal Maia	Eagle at the Top	1984
Rory Calhoun	Operation Delilah	1967
Toni Canto	The Universe Montesinos	2019
Gurleen Chopra	Ayudham	2003
Patricio Contreras	The Last Harvest	1991
Lee Stanley	Mountain Tops	1981
John Bentley	The Way Out	1955
Magnus Roosmann	The Perfect Patient	2019
Brigitte Lin	Chun Chun de ai	1974
Hannelore Elsner	Go for Zucker	2004
Dan Dailey	Mother Wore Tights	1947
Gabriele Ferzetti	Computron 22	1988
Paul Scofield	A Man for All Seasons	1966
Kenji Ohba	Space Sheriff Gavan: The Movie	2012
Joyce Compton	Syncopating Sue	1926
Malka Ribowska	La vieille dame indigne	1965
Natasha Gregson Wagner	Mind Ripper	1995
John Allee	I Had a Dream	2018
Naomi Glick	For Anthony	2018
Kathe von Nagy	Vienna, City of My Dreams	1928
Jade Pettyjohn	McKenna Shoots for the Stars	2012
Mark Stevens	The Street with No Name	1948
Katy Barker	Casting Adrift	2004
Simone Corrente	The Torturer	2005
Janet Agren	Eyes Full of Sun	1970
Paul Chun	Full Throttle	1995
Scott Bakula	Basmati Blues	2017
Guido Mannari	Il medium	1980
Ryuji Harada	Aogura	2006
Leila Hyams	The Poor Rich	1934
Muriel Evans	Three on the Trail	1936
Adolphe Menjou	The Goldwyn Follies	1938
Nick Boraine	Feast of Predators	2004
Charles Boyer	Le proces de Mary Dugan	1931
Jennifer Day	Showstopper	2012
Fernando Poe Jr.	Kapag puno na ang salop	1987
Fernando Poe Jr.	Los lacuacheros	1957
Fernando Poe Jr.	Duke de Borgona	1959
Manolo Robles	Kill ... The Carnapers	1974
Vittorio Gassman	The Adventures of Pinocchio	1947
Dencio Padilla	Ang pagbabalik ni Daniel Barrion	1968
Arun Govil	Jai Maa Durga	2000
Thomas Mitchell	Destry	1954
Sharmaine Arnaiz	Lumuhod ka sa lupa	1993
Stanley Townsend	My Friend Joe	1996
Randy Couture	The Expendables 2	2012
Marcia Bennett	The Big Fat Stone	2014
Buck Jones	The Timber Wolf	1925
Buck Jones	McKenna of the Mounted	1932
Debashree Roy	Mouna Mukhar	1987
Charles Aznavour	Christian Audigier the Vif	2017
Corrado Gaipa	The Black Hand	1973
Noel Francis	Her Resale Value	1933
Carlos Estrada	Las gatas tienen frio	1970
Jacques Gamblin	'Til Death Do Us Part	1995
Yvonne De Carlo	The Intruder	1975
Angelo Gallina	An African Diamond Conspiracy	1913
Shirley Temple	Adventure in Baltimore	1949
Igor Dmitriev	Bozhestvennaya Glikeriya	2004
Maureen O'Hara	How Green Was My Valley	1941
Arlene Dahl	She Played with Fire	1957
Dan Figuracion	Forgotten Soldiers	2012
Noah Danby	The Book of Mormon Movie, Volume 1: The Journey	2003
Susan Roces	Maruja	1967
Lee Williams	The Wolves of Kromer	1998
Amado Cortez	The Great Escape from Hell	1965
Jayaram	Makeup Man	2011
Jayaram	Oru Kadankatha Pole	1993
Annette Funicello	The Monkey's Uncle	1965
Rosamund Kwan	Long Road to Gallantry	1984
Franz Muxeneder	Liebe und Trompetenblasen	1954
Piotr Fronczewski	Billboard	1998
Shabana Azmi	Lorie	1984
Uri Klauzner	Electric Blanket	1994
Folco Lulli	El hereje	1958
Chieko Baisho	Senba-zuru	1989
Chieko Baisho	Tora-san, the Good Samaritan	1971
Chris Claremont	Comics in Focus: Chris Claremont's X-Men	2013
Antonio Casas	Flight 971	1953
Walter Vidarte	The Venerable Ones	1963
Jaromir Hanzlik	The Marathon	1968
Ryohei Suzuki	Prophecy	2015
Hans Leibelt	Heimliche Sunder	1926
Mark Waschke	What Doesn't Kill Us	2018
Abraham Cruz	Doble solo	1966
Kevin Sorbo	One More Round	2015
Natalia de Molina	Kiki, Love to Love	2016
Dora Doll	Archimede, le clochard	1959
Nana Patekar	Bommalattam	2008
Jack Ingram	The Pinto Bandit	1944
Johnny Knoxville	Rosy	2018
Pino Caruso	That Little Difference	1970
Yury Belyayev	Soshedshie s nebes	1987
Efrat Dor	Cupcakes	2013
Rakhee Gulzar	Karan Arjun	1995
Julia Brendler	Wortbrot	2007
Andres Almeida	Tales Of An Immoral Couple	2016
Brandon Larracuente	Turtle Tale	2015
Noemie Lvovsky	Backstage	2005
Magda Schneider	Das Dreimaderlhaus	1958
Susanne Lothar	Die 8. Todsunde: Das Toskana-Karussell	2002
Rameshwari	Sharada	1981
Phillipa Soo	SHARING OUR STORIES: The Eliza Project Documentary	2017
Alycia Delmore	Taste	2017
Jaime Pina	Holy Beasts	2019
Paule Baillargeon	L'invitation aux images	2003
David Hockney	Tonite Let's All Make Love in London	1967
Toni Bohm	Das Diarium des Dr. Doblinger	1986
Branca Messina	400 Contra 1: Uma Historia do Crime Organizado	2010
Donald Sinden	Simba	1955
Ahna Capri	The Specialist	1975
Reginald Denny	Mr. Blandings Builds His Dream House	1948
Alicia Caro	Maria	1972
Sayuri Yoshinaga	Kon'nichiwa 20 sai	1964
Paolo Briguglia	Workers - Pronti a tutto	2012
Ann-Gisel Glass	The Temptation of Isabelle	1985
Raimondo Vianello	Seven Times Seven	1968
Nadine Labaki	Where Do We Go Now?	2011
Lesley Ann Warren	The Limey	1999
Jacques Dacqmine	Caroline Cherie	1953
Lynn Farleigh	Voices	1974
Zinedine Zidane	Zidane: A 21st Century Portrait	2006
Mariko Okada	Eros + Massacre	1969
Michael Raynor	A Brother's Kiss	1997
Moritz Bleibtreu	Sources of Life	2013
Billy Dee Williams	Mask of Death	1996
Jin-young Jung	Ode to the Goose	2018
Charles Laughton	The Hunchback of Notre Dame	1939
Vanity	Deadly Illusion	1987
Lafe McKee	Last of the Warrens	1936
Kurt Kreuger	Kronjuwelen	1950
Marie Richardson	Mouth to Mouth	2005
Cosette Lee	The Mapleville Story	1946
Viola Dana	On Dangerous Paths	1915
John Steiner	The Ancines Woods	1970
Haluk Bilginer	Cars of the Revolution	2008
Olga Ostroumova	Sudba	1977
Ineke Valentina	Pai Kau	2018
Suman Ranganath	Hadh: Life on the Edge of Death	2001
Lotte Lenya	From Russia with Love	1963
Johnny Delgado	Dadaan ka sa ibabaw ng aking bangkay	1990
Diana Lynn	Paid in Full	1950
Giuliano Gemma	Hercules Against the Sons of the Sun	1964
Ruth Cracknell	Spider & Rose	1994
Christoph Waltz	Love Scenes from Planet Earth	1998
Duilio Marrazzi	Il viaggio di Berluron	1919
Hans Stuwe	Verklungene Traume	1930
Joanna Kerns	Street Justice	1987
Leslie Cheung	A Chinese Ghost Story II	1990
Domenico Modugno	Io, mammeta e tu	1958
Paul Klinger	Ferien auf Immenhof	1957
Moroni Olsen	Two in Revolt	1936
Elisa Montes	Once pares de botas	1954
Sarah Clarke	The Maestro	2018
Lewis Stone	Husbands and Lovers	1924
Vladimir Samoylov	Serafim Polubes i drugie zhiteli Zemli	1984
Estelita Rodriguez	Belle of Old Mexico	1950
Giuseppe Pierozzi	La morte piange, ride e poi...	1921
Roy Chiao	San duo mei gui hua	1965
Alex Cord	Stagecoach	1966
Yuta Koseki	Missions of Love	2018
Michal Docolomansky	Zajtra bude neskoro	1973
Robert Wilcox	Buried Alive	1939
Jan Cmiral	Prihody pana Prihody	1982
Danny Lee	Che shen	1992
Michelle Reis	The Legend	1993
Timothy Craven	A Touch of the Other	1970
Joey Starr	Colt 45	2014
Judy Huxtable	Nobody Ordered Love	1972
Junko Miyashita	Kamakura fujin: Dotei club	1975
Eve Mauro	Surviving the Grind	2009
Carl Auen	Die Feuertanzerin	1925
Melina Lizette	Hearts of Men	2011
Victor Rivers	La Cucaracha	1998
Eun-woo Lee	An Ethics Lesson	2013
Elizabeth Giordano	Shattered Lies	2002
Alvaro Cervantes	Tengo ganas de ti: Making Of	2012
Ivano Marescotti	Sorrisi asmatici - Fiori del destino	1997
Kevin Williamson	Building the Beasts	2011
Kanjuro Arashi	Aku oyabun tai daigashi	1971
Kanjuro Arashi	Kurama tengu shogit rantohen	1935
Pietro Biondi	The Suspect	1975
Lionel Atwill	The Man Who Reclaimed His Head	1934
Susana Cora	With Villa's Veterans	1939
Jaroslav Vojta	Zahadny pripad Galginuv	1924
David Tomlinson	Up the Creek	1958
Luigi 'Titta' Benzi	Fellini: I'm a Born Liar	2002
Kurt Fuller	Good Cop, Bad Cop	2006
Robert Axelrod	Mommy's Little Monster	2012
Louis Waldon	Lenz	1971
Gaston Modot	The Ship of Lost Men	1929
Maxime McKendry	Blood for Dracula	1974
Clelia Matania	Casanova farebbe cosi!	1942
James Michael Gregary	The Favorite	1989
Erin O'Brien-Moore	Ring Around the Moon	1936
Sandy Brooke	Consider It All Joy	1986
Morgan Davies	The Hunter	2011
John Raitt	The Pajama Game	1957
Nilu Phule	Bin Kamacha Navra	1984
Wolfgang Buttner	Michael Kohlhaas	1969
Lou Salvador Jr.	Combo Festival	1958
Elvira Reyes	Ang tatay kong kalbo	1963
Aryan Vaid	Ek Jind Ek Jaan	2006
Judy Herrera	East of Hope Street	1998
Marguerite Chapman	Strange Affair	1944
Josephine Estrada	Sabotage	1966
Ya'ackov Banai	Operation Septembre Noir	1976
Efren Reyes	Ako'y alipin ng opio	1961
Christine Lakin	Screwball: The Ted Whitfield Story	2010
Carina Barone	Keep Your Right Up	1987
Rachel Wagner	Encounters	1996
Asher Brauner	Treasure of the Moon Goddess	1987
Hildegard Knef	Subway in the Sky	1959
Santisuk Promsiri	Jan Dara	2001
Wallace Ford	Employees' Entrance	1933
Kieron Moore	Crack in the World	1965
Ciarra Carter	Redemption of a Dog	2012
Joan Collins	Football Crazy	1974
Michael Dorn	The Deep Below	2007
Josh Stewart	The Neighbor	2016
Georgie Henley	The Sisterhood of Night	2014
Frida Farrell	Behind Your Eyes	2011
Doris von Thury	Un orso chiamato Arturo	1992
Maria Mahor	Siempre es domingo	1961
Ken Scott	Pirates of Tortuga	1961
Metin Akpinar	Americans at the Black Sea	2007
Bing Crosby	The Road to Hong Kong	1962
Takashi Naito	Ojosan tantei Tokimeki renpatsu!	1987
Saburo Kitajima	Kanto gi kyodai	1970
Jean Carmet	Tir a vue	1984
Natalya Arinbasarova	Meetings at Medeu	1976
Wim Wenders	One Who Set Forth: Wim Wenders' Early Years	2007
Denise Crosby	Desperate Crimes	1993
Belen Blanco	Pastora	2009
Edmond O'Brien	For the Love of Mary	1948
Dale Evans	Roll on Texas Moon	1946
Rory Kinnear	National Theatre Live: The Threepenny Opera	2016
Note Chern-Yim	Lob phee phee mai lob	2003
Stewart Granger	Thursday's Child	1943
George Nader	Der Tod im roten Jaguar	1968
Amol Palekar	Unimaginable	1981
Bruce A. Young	Angel on Abbey Street	1999
Chizuru Ikewaki	Looking for a True Fiancee	2011
Moushumi Chatterjee	Kareeb	1998
Yiyan Jiang	One Summer with You	2005
Tirso Cruz III	Sino si Inday Lucing	1997
Sheila Bromley	Desert Phantom	1936
Robert Benchley	Her Primitive Man	1944
Eusebio Poncela	El juego de los mensajes invisibles	1992
Jianbin Chen	Driverless	2010
Bengaru	Mr. Dilemman: Shikijo-gurui	1979
Akshay Kumar	Humko Deewana Kar Gaye	2006
Akshay Kumar	Fraud Business	2000
Neville Archambault	13 Cameras	2015
Leda Gloria	Last Meeting	1951
Joel Barcellos	Cronica a Beira do Rio	1980
Sujit Kumar	Bhaiya Dooj	1985
Kin'ya Kitaoji	Jirocho to kotengu: nagurikomi koshuji	1962
Roger Smith	No Time to Be Young	1957
Sumie Sasaki	Uso to Homerun	2018
Raquel Beaudene	Boys on the Run	2003
Tony King	The Last Hunter	1980
Timothy Gibbs	Season of the Hunted	2003
Valeria Fabrizi	Ferragosto in bikini	1960
Lilyan Tashman	The Matrimonial Bed	1930
Victor Low	Leak	2000
Jean-Pierre Marielle	Les mois d'avril sont meurtriers	1987
Michael Conrad	Head On	1971
David Hemblen	Le mystere Egoyan	2010
Van De Leon	Simbangis ng tigre	1964
Martin Dejdar	Bastardi II	2011
Jean Desailly	Le Doulos	1962
Akira Ishida	Kiddy Grade: Ignition	2007
Martin Starr	Operator	2016
Richard Lane	Sioux City Sue	1946
James Stewart	Next Time We Love	1936
Lilia Prado	El que con ninos se acuesta..	1959
Else von Mollendorff	Geliebte Welt	1942
Melody Patterson	The Cycle Savages	1969
Khaled Saleh	Harb Atalia	2005
Lia Gama	Viagem para a Felicidade	1978
Mari Blanchard	Back at the Front	1952
Elsa Daniel	Isla brava	1958
Mariangela Giordano	Eroticon	1981
Brigitte Nielsen	Doomsdayer	2000
Amedeo Nazzari	Giorni felici	1942
Evel Knievel	The Devil at Your Heels	1981
Jacqueline Laurent	Dany la ravageuse	1972
Rishi Kapoor	Inteha Pyar Ki	1992
Alexander Martin	Three Priests	2008
Pascal Maetens	Paradise Trips	2015
Thelma Ritter	Pillow Talk	1959
Cobus Rossouw	Lelik Is My Offer	1975
Henny Porten	Ein Fehltritt. Die Tragodie einer Geachteten	1911
Hanna Azoulay Hasfari	Orange People	2013
Kenneth Tsang	Yugang enqiu	1967
Yuet Sang Chin	Mantis Fist Fighter	1980
Warren Mitchell	The Bananas Boat	1975
Richard Berry	Corto Maltese in Siberia	2002
Muhsen Sarhan	Forbidden Happiness	1952
Dana Hill	Cross Creek	1983
Aaron Paul	Fathers & Daughters	2015
Morne Visser	Retribution	2011
Eric Lloyd	The Santa Clause 2	2002
Francesca Inaudi	The Call	2009
Belinda McClory	Mullet	2001
Cherie Chung	Ji dao zhui zong	1991
Jennifer O'Neill	Summer of '42	1971
David Lee Garver	Bedford Springs	2002
Jessica-Jane Stafford	British Celebrity Babes Volume 2	2008
Reed Hadley	Female Fugitive	1938
Jacqueline Logan	The House of Youth	1924
Tommy Sands	The Violent Ones	1967
Joey Gaynor	Comedy's Dirtiest Dozen	1988
Hugh McDermott	Devil Girl from Mars	1954
Ryoji Hayama	Kajin	1958
Ivan Kaye	Labyrinth	2003
Josef Somr	Kralovsky slib	2001
Tilo Pruckner	Ostwind	2013
Tien Niu	The Silent Lake	1979
Virginie Efira	Dead Man Talking	2012
Richard Davies	That Sugar Film	2014
Sei Ashina	Elevator Trap	2009
Helen Walker	The Good Fellows	1943
Neeraj Kabi	The Hungry	2017
Sunny Pang	Siew Lup	2016
Gunther Philipp	Heubodengefluster	1967
Chris Chelios	Ice Guardians	2016
Jeevan	Jai Mahalaxmi Maa	1976
Jeevan	Kundan	1972
Marianne Denicourt	Une pour toutes	1999
Subhendu Chatterjee	Nishantay	1985
Robert Blake	Cheyenne Wildcat	1944
Vincent M. Ward	Peep Game	2010
Tseng Chang	Lian feng he ming	1957
Benoit Briere	Magique!	2008
Storm Reid	Relive	2019
Maria Jacobini	Der Film im Film	1925
Romy Schneider	La califfa	1970
George Clinton	Sample: Not for Sale	2012
Barry Prima	Noda X	1985
Frank Latimore	Rosa de Lima	1961
Gina Alajar	Singsing ni Lola	2002
Eriko Sato	Present for You	2013
Thurston Hall	Pride of the Marines	1936
John Jarratt	Bad Behaviour	2010
Elizabeth Alexander	Page to Stage	2003
Susan Valdez-LeGoff	Ang isinilang ko ba'y kasalanan?	1977
Turi Ferro	Che notte quella notte!	1977
Joe Morrison	It's a Great Life	1935
Ron Soble	Gun Fight	1961
Raymond Massey	Footsteps in the Sand	1939
Ren Osugi	The Dark Corners of the Shelves	2007
Arnis Licitis	Malchishku zvali kapitanom	1973
Claes Gill	Fire in the Night	1955
Prithviraj Sukumaran	Hero	2012
Luigi Cinque	Antonello Neri In-Provideo	2013
Arduino Colassanti	How Tasty Was My Little Frenchman	1971
Akshaye Khanna	Humraaz	2002
Mary Walter	Ilaw ng Kapitbahay	1932
Dinesh Thakur	Shyamla	1979
Meret Becker	Painted Angels	1998
Genoveva Rossi	Soulless 2: Sanctuary	2016
Toni Ucci	Il santo patrono	1975
Virginia Grey	Captain Scarface	1953
Alfredo Landa	Biba la banda!	1987
